year,origin_location_code,asylum_location_code,age_range,population
2015,AFG,JOR,0-4,0
2015,AFG,JOR,12-17,9
2015,AFG,JOR,18-59,8
2015,AFG,JOR,5-11,0
2015,AFG,JOR,60+,0
2015,AFG,JOR,all,34
2015,AFG,JPN,0-4,0
2015,AFG,JPN,12-17,0
2015,AFG,JPN,18-59,0
2015,AFG,JPN,5-11,0
2015,AFG,JPN,60+,0
2015,AFG,JPN,all,54
2015,AFG,KAZ,0-4,58
2015,AFG,KAZ,12-17,69
2015,AFG,KAZ,18-59,461
2015,AFG,KAZ,5-11,85
2015,AFG,KAZ,60+,20
2015,AFG,KAZ,all,1386
2015,AFG,KEN,0-4,0
2015,AFG,KEN,12-17,0
2015,AFG,KEN,18-59,5
2015,AFG,KEN,5-11,0
2015,AFG,KEN,60+,0
2015,AFG,KEN,all,10
2015,AFG,KGZ,0-4,40
2015,AFG,KGZ,12-17,54
2015,AFG,KGZ,18-59,229
2015,AFG,KGZ,5-11,53
2015,AFG,KGZ,60+,0
2015,AFG,KGZ,all,752
2015,AFG,KOR,0-4,0
2015,AFG,KOR,12-17,5
2015,AFG,KOR,18-59,34
2015,AFG,KOR,5-11,13
2015,AFG,KOR,60+,0
2015,AFG,KOR,all,104
2015,AFG,LBN,0-4,6
2015,AFG,LBN,12-17,0
2015,AFG,LBN,18-59,22
2015,AFG,LBN,5-11,5
2015,AFG,LBN,60+,0
2015,AFG,LBN,all,66
2015,AFG,LIE,0-4,0
2015,AFG,LIE,12-17,0
2015,AFG,LIE,18-59,0
2015,AFG,LIE,5-11,0
2015,AFG,LIE,60+,0
2015,AFG,LIE,all,7
2015,AFG,LKA,0-4,15
2015,AFG,LKA,12-17,35
2015,AFG,LKA,18-59,145
2015,AFG,LKA,5-11,36
2015,AFG,LKA,60+,0
2015,AFG,LKA,all,462
2015,AFG,LTU,0-4,0
2015,AFG,LTU,12-17,10
2015,AFG,LTU,18-59,33
2015,AFG,LTU,5-11,17
2015,AFG,LTU,60+,0
2015,AFG,LTU,all,274
2015,AFG,LUX,0-4,0
2015,AFG,LUX,12-17,0
2015,AFG,LUX,18-59,0
2015,AFG,LUX,5-11,0
2015,AFG,LUX,60+,0
2015,AFG,LUX,all,516
2015,AFG,LVA,0-4,0
2015,AFG,LVA,12-17,0
2015,AFG,LVA,18-59,0
2015,AFG,LVA,5-11,0
2015,AFG,LVA,60+,0
2015,AFG,LVA,all,69
2015,AFG,MDA,0-4,6
2015,AFG,MDA,12-17,0
2015,AFG,MDA,18-59,20
2015,AFG,MDA,5-11,0
2015,AFG,MDA,60+,0
2015,AFG,MDA,all,52
2015,AFG,MEX,0-4,0
2015,AFG,MEX,12-17,0
2015,AFG,MEX,18-59,0
2015,AFG,MEX,5-11,0
2015,AFG,MEX,60+,0
2015,AFG,MEX,all,6
2015,AFG,MNG,0-4,0
2015,AFG,MNG,12-17,0
2015,AFG,MNG,18-59,5
2015,AFG,MNG,5-11,0
2015,AFG,MNG,60+,0
2015,AFG,MNG,all,10
2015,AFG,MYS,0-4,50
2015,AFG,MYS,12-17,63
2015,AFG,MYS,18-59,299
2015,AFG,MYS,5-11,87
2015,AFG,MYS,60+,10
2015,AFG,MYS,all,1018
2015,AFG,NGA,0-4,0
2015,AFG,NGA,12-17,0
2015,AFG,NGA,18-59,5
2015,AFG,NGA,5-11,0
2015,AFG,NGA,60+,0
2015,AFG,NGA,all,10
2015,AFG,NLD,0-4,0
2015,AFG,NLD,12-17,0
2015,AFG,NLD,18-59,0
2015,AFG,NLD,5-11,0
2015,AFG,NLD,60+,0
2015,AFG,NLD,all,8163
2015,AFG,NOR,0-4,0
2015,AFG,NOR,12-17,0
2015,AFG,NOR,18-59,0
2015,AFG,NOR,5-11,0
2015,AFG,NOR,60+,0
2015,AFG,NOR,all,11760
2015,AFG,NPL,0-4,11
2015,AFG,NPL,12-17,5
2015,AFG,NPL,18-59,38
2015,AFG,NPL,5-11,15
2015,AFG,NPL,60+,0
2015,AFG,NPL,all,138
2015,AFG,NRU,0-4,0
2015,AFG,NRU,12-17,0
2015,AFG,NRU,18-59,0
2015,AFG,NRU,5-11,0
2015,AFG,NRU,60+,0
2015,AFG,NRU,all,48
2015,AFG,NZL,0-4,0
2015,AFG,NZL,12-17,0
2015,AFG,NZL,18-59,0
2015,AFG,NZL,5-11,0
2015,AFG,NZL,60+,0
2015,AFG,NZL,all,45
2015,AFG,PAK,0-4,112837
2015,AFG,PAK,12-17,295351
2015,AFG,PAK,18-59,732531
2015,AFG,PAK,5-11,369698
2015,AFG,PAK,60+,56533
2015,AFG,PAK,all,3133900
2015,AFG,PAN,0-4,0
2015,AFG,PAN,12-17,0
2015,AFG,PAN,18-59,8
2015,AFG,PAN,5-11,0
2015,AFG,PAN,60+,0
2015,AFG,PAN,all,16
2015,AFG,PHL,0-4,0
2015,AFG,PHL,12-17,0
2015,AFG,PHL,18-59,5
2015,AFG,PHL,5-11,0
2015,AFG,PHL,60+,0
2015,AFG,PHL,all,10
2015,AFG,PNG,0-4,0
2015,AFG,PNG,12-17,0
2015,AFG,PNG,18-59,0
2015,AFG,PNG,5-11,0
2015,AFG,PNG,60+,0
2015,AFG,PNG,all,34
2015,AFG,POL,0-4,0
2015,AFG,POL,12-17,0
2015,AFG,POL,18-59,0
2015,AFG,POL,5-11,0
2015,AFG,POL,60+,0
2015,AFG,POL,all,102
2015,AFG,PRT,0-4,0
2015,AFG,PRT,12-17,0
2015,AFG,PRT,18-59,0
2015,AFG,PRT,5-11,0
2015,AFG,PRT,60+,0
2015,AFG,PRT,all,11
2015,AFG,ROU,0-4,6
2015,AFG,ROU,12-17,15
2015,AFG,ROU,18-59,110
2015,AFG,ROU,5-11,10
2015,AFG,ROU,60+,0
2015,AFG,ROU,all,364
2015,AFG,RUS,0-4,0
2015,AFG,RUS,12-17,0
2015,AFG,RUS,18-59,0
2015,AFG,RUS,5-11,0
2015,AFG,RUS,60+,0
2015,AFG,RUS,all,1236
2015,AFG,SDN,0-4,0
2015,AFG,SDN,12-17,0
2015,AFG,SDN,18-59,0
2015,AFG,SDN,5-11,6
2015,AFG,SDN,60+,0
2015,AFG,SDN,all,12
2015,AFG,SEN,0-4,0
2015,AFG,SEN,12-17,9
2015,AFG,SEN,18-59,0
2015,AFG,SEN,5-11,0
2015,AFG,SEN,60+,0
2015,AFG,SEN,all,18
2015,AFG,SRB,0-4,5
2015,AFG,SRB,12-17,0
2015,AFG,SRB,18-59,30
2015,AFG,SRB,5-11,0
2015,AFG,SRB,60+,0
2015,AFG,SRB,all,70
2015,AFG,SVK,0-4,0
2015,AFG,SVK,12-17,0
2015,AFG,SVK,18-59,0
2015,AFG,SVK,5-11,0
2015,AFG,SVK,60+,0
2015,AFG,SVK,all,279
2015,AFG,SVN,0-4,0
2015,AFG,SVN,12-17,9
2015,AFG,SVN,18-59,29
2015,AFG,SVN,5-11,0
2015,AFG,SVN,60+,0
2015,AFG,SVN,all,76
2015,AFG,SWE,0-4,0
2015,AFG,SWE,12-17,0
2015,AFG,SWE,18-59,0
2015,AFG,SWE,5-11,0
2015,AFG,SWE,60+,0
2015,AFG,SWE,all,53678
2015,AFG,SYR,0-4,140
2015,AFG,SYR,12-17,196
2015,AFG,SYR,18-59,842
2015,AFG,SYR,5-11,242
2015,AFG,SYR,60+,67
2015,AFG,SYR,all,2974
2015,AFG,THA,0-4,0
2015,AFG,THA,12-17,8
2015,AFG,THA,18-59,42
2015,AFG,THA,5-11,14
2015,AFG,THA,60+,0
2015,AFG,THA,all,128
2015,AFG,TJK,0-4,0
2015,AFG,TJK,12-17,0
2015,AFG,TJK,18-59,0
2015,AFG,TJK,5-11,0
2015,AFG,TJK,60+,0
2015,AFG,TJK,all,4576
2015,AFG,TKM,0-4,0
2015,AFG,TKM,12-17,0
2015,AFG,TKM,18-59,18
2015,AFG,TKM,5-11,0
2015,AFG,TKM,60+,0
2015,AFG,TKM,all,36
2015,AFG,TUR,0-4,8047
2015,AFG,TUR,12-17,10173
2015,AFG,TUR,18-59,62293
2015,AFG,TUR,5-11,12444
2015,AFG,TUR,60+,1045
2015,AFG,TUR,all,188004
2015,AFG,UKR,0-4,0
2015,AFG,UKR,12-17,0
2015,AFG,UKR,18-59,0
2015,AFG,UKR,5-11,0
2015,AFG,UKR,60+,0
2015,AFG,UKR,all,5861
2015,AFG,USA,0-4,0
2015,AFG,USA,12-17,0
2015,AFG,USA,18-59,0
2015,AFG,USA,5-11,0
2015,AFG,USA,60+,0
2015,AFG,USA,all,1970
2015,AFG,UZB,0-4,5
2015,AFG,UZB,12-17,21
2015,AFG,UZB,18-59,57
2015,AFG,UZB,5-11,12
2015,AFG,UZB,60+,11
2015,AFG,UZB,all,212
2015,AFG,VEN,0-4,0
2015,AFG,VEN,12-17,0
2015,AFG,VEN,18-59,5
2015,AFG,VEN,5-11,0
2015,AFG,VEN,60+,0
2015,AFG,VEN,all,10
2015,AFG,ZAF,0-4,0
2015,AFG,ZAF,12-17,0
2015,AFG,ZAF,18-59,0
2015,AFG,ZAF,5-11,0
2015,AFG,ZAF,60+,0
2015,AFG,ZAF,all,15
2015,IRN,AFG,0-4,0
2015,IRN,AFG,12-17,25
2015,IRN,AFG,18-59,25
2015,IRN,AFG,5-11,0
2015,IRN,AFG,60+,0
2015,IRN,AFG,all,100
2015,PAK,AFG,0-4,44940
2015,PAK,AFG,12-17,54030
2015,PAK,AFG,18-59,85449
2015,PAK,AFG,5-11,40620
2015,PAK,AFG,60+,12050
2015,PAK,AFG,all,494663
2015,TJK,AFG,0-4,0
2015,TJK,AFG,12-17,0
2015,TJK,AFG,18-59,7
2015,TJK,AFG,5-11,0
2015,TJK,AFG,60+,0
2015,TJK,AFG,all,14
2016,AFG,AFG,0-4,26195
2016,AFG,AFG,12-17,17501
2016,AFG,AFG,18-59,43200
2016,AFG,AFG,5-11,22734
2016,AFG,AFG,60+,4591
2016,AFG,AFG,all,228442
2016,AFG,ARE,0-4,0
2016,AFG,ARE,12-17,13
2016,AFG,ARE,18-59,0
2016,AFG,ARE,5-11,5
2016,AFG,ARE,60+,0
2016,AFG,ARE,all,36
2016,AFG,ARG,0-4,0
2016,AFG,ARG,12-17,0
2016,AFG,ARG,18-59,0
2016,AFG,ARG,5-11,5
2016,AFG,ARG,60+,0
2016,AFG,ARG,all,10
2016,AFG,AUS,0-4,0
2016,AFG,AUS,12-17,0
2016,AFG,AUS,18-59,0
2016,AFG,AUS,5-11,0
2016,AFG,AUS,60+,0
2016,AFG,AUS,all,11294
2016,AFG,AUT,0-4,0
2016,AFG,AUT,12-17,0
2016,AFG,AUT,18-59,0
2016,AFG,AUT,5-11,0
2016,AFG,AUT,60+,0
2016,AFG,AUT,all,50003
2016,AFG,AZE,0-4,46
2016,AFG,AZE,12-17,66
2016,AFG,AZE,18-59,394
2016,AFG,AZE,5-11,64
2016,AFG,AZE,60+,21
2016,AFG,AZE,all,1288
2016,AFG,BEL,0-4,0
2016,AFG,BEL,12-17,0
2016,AFG,BEL,18-59,0
2016,AFG,BEL,5-11,0
2016,AFG,BEL,60+,0
2016,AFG,BEL,all,12859
2016,AFG,BGR,0-4,0
2016,AFG,BGR,12-17,0
2016,AFG,BGR,18-59,0
2016,AFG,BGR,5-11,0
2016,AFG,BGR,60+,0
2016,AFG,BGR,all,7806
2016,AFG,BIH,0-4,0
2016,AFG,BIH,12-17,0
2016,AFG,BIH,18-59,5
2016,AFG,BIH,5-11,0
2016,AFG,BIH,60+,0
2016,AFG,BIH,all,10
2016,AFG,BLR,0-4,5
2016,AFG,BLR,12-17,25
2016,AFG,BLR,18-59,173
2016,AFG,BLR,5-11,14
2016,AFG,BLR,60+,16
2016,AFG,BLR,all,466
2016,AFG,BRA,0-4,0
2016,AFG,BRA,12-17,0
2016,AFG,BRA,18-59,86
2016,AFG,BRA,5-11,12
2016,AFG,BRA,60+,0
2016,AFG,BRA,all,264
2016,AFG,CAN,0-4,36
2016,AFG,CAN,12-17,44
2016,AFG,CAN,18-59,627
2016,AFG,CAN,5-11,99
2016,AFG,CAN,60+,33
2016,AFG,CAN,all,4472
2016,AFG,CHE,0-4,857
2016,AFG,CHE,12-17,1838
2016,AFG,CHE,18-59,8126
2016,AFG,CHE,5-11,1231
2016,AFG,CHE,60+,167
2016,AFG,CHE,all,26872
2016,AFG,CHL,0-4,0
2016,AFG,CHL,12-17,0
2016,AFG,CHL,18-59,0
2016,AFG,CHL,5-11,0
2016,AFG,CHL,60+,0
2016,AFG,CHL,all,13
2016,AFG,CHN,0-4,9
2016,AFG,CHN,12-17,0
2016,AFG,CHN,18-59,10
2016,AFG,CHN,5-11,6
2016,AFG,CHN,60+,0
2016,AFG,CHN,all,50
2016,AFG,COL,0-4,0
2016,AFG,COL,12-17,0
2016,AFG,COL,18-59,8
2016,AFG,COL,5-11,0
2016,AFG,COL,60+,0
2016,AFG,COL,all,16
2016,AFG,CUB,0-4,0
2016,AFG,CUB,12-17,0
2016,AFG,CUB,18-59,35
2016,AFG,CUB,5-11,10
2016,AFG,CUB,60+,0
2016,AFG,CUB,all,90
2016,AFG,CYP,0-4,0
2016,AFG,CYP,12-17,0
2016,AFG,CYP,18-59,0
2016,AFG,CYP,5-11,0
2016,AFG,CYP,60+,0
2016,AFG,CYP,all,14
2016,AFG,CZE,0-4,0
2016,AFG,CZE,12-17,0
2016,AFG,CZE,18-59,0
2016,AFG,CZE,5-11,0
2016,AFG,CZE,60+,0
2016,AFG,CZE,all,250
2016,AFG,DEU,0-4,13826
2016,AFG,DEU,12-17,30647
2016,AFG,DEU,18-59,103789
2016,AFG,DEU,5-11,18945
2016,AFG,DEU,60+,5607
2016,AFG,DEU,all,345628
2016,AFG,DNK,0-4,0
2016,AFG,DNK,12-17,0
2016,AFG,DNK,18-59,0
2016,AFG,DNK,5-11,0
2016,AFG,DNK,60+,0
2016,AFG,DNK,all,5364
2016,AFG,DOM,0-4,0
2016,AFG,DOM,12-17,0
2016,AFG,DOM,18-59,0
2016,AFG,DOM,5-11,5
2016,AFG,DOM,60+,0
2016,AFG,DOM,all,10
2016,AFG,EGY,0-4,0
2016,AFG,EGY,12-17,6
2016,AFG,EGY,18-59,29
2016,AFG,EGY,5-11,0
2016,AFG,EGY,60+,0
2016,AFG,EGY,all,70
2016,AFG,ESP,0-4,0
2016,AFG,ESP,12-17,0
2016,AFG,ESP,18-59,0
2016,AFG,ESP,5-11,0
2016,AFG,ESP,60+,0
2016,AFG,ESP,all,350
2016,AFG,EST,0-4,0
2016,AFG,EST,12-17,0
2016,AFG,EST,18-59,0
2016,AFG,EST,5-11,0
2016,AFG,EST,60+,0
2016,AFG,EST,all,23
2016,AFG,FIN,0-4,0
2016,AFG,FIN,12-17,0
2016,AFG,FIN,18-59,0
2016,AFG,FIN,5-11,0
2016,AFG,FIN,60+,0
2016,AFG,FIN,all,3202
2016,AFG,FJI,0-4,0
2016,AFG,FJI,12-17,0
2016,AFG,FJI,18-59,7
2016,AFG,FJI,5-11,0
2016,AFG,FJI,60+,0
2016,AFG,FJI,all,14
2016,AFG,FRA,0-4,0
2016,AFG,FRA,12-17,0
2016,AFG,FRA,18-59,0
2016,AFG,FRA,5-11,0
2016,AFG,FRA,60+,0
2016,AFG,FRA,all,19550
2016,AFG,GBR,0-4,0
2016,AFG,GBR,12-17,0
2016,AFG,GBR,18-59,0
2016,AFG,GBR,5-11,0
2016,AFG,GBR,60+,0
2016,AFG,GBR,all,12545
2016,AFG,GEO,0-4,0
2016,AFG,GEO,12-17,5
2016,AFG,GEO,18-59,9
2016,AFG,GEO,5-11,0
2016,AFG,GEO,60+,0
2016,AFG,GEO,all,28
2016,AFG,GRC,0-4,0
2016,AFG,GRC,12-17,0
2016,AFG,GRC,18-59,0
2016,AFG,GRC,5-11,0
2016,AFG,GRC,60+,0
2016,AFG,GRC,all,15657
2016,AFG,HRV,0-4,13
2016,AFG,HRV,12-17,12
2016,AFG,HRV,18-59,125
2016,AFG,HRV,5-11,29
2016,AFG,HRV,60+,0
2016,AFG,HRV,all,358
2016,AFG,HUN,0-4,0
2016,AFG,HUN,12-17,0
2016,AFG,HUN,18-59,0
2016,AFG,HUN,5-11,0
2016,AFG,HUN,60+,0
2016,AFG,HUN,all,2400
2016,AFG,IDN,0-4,392
2016,AFG,IDN,12-17,618
2016,AFG,IDN,18-59,5500
2016,AFG,IDN,5-11,575
2016,AFG,IDN,60+,69
2016,AFG,IDN,all,14308
2016,AFG,IND,0-4,811
2016,AFG,IND,12-17,1571
2016,AFG,IND,18-59,7158
2016,AFG,IND,5-11,1664
2016,AFG,IND,60+,744
2016,AFG,IND,all,23896
2016,AFG,IRL,0-4,0
2016,AFG,IRL,12-17,25
2016,AFG,IRL,18-59,308
2016,AFG,IRL,5-11,0
2016,AFG,IRL,60+,5
2016,AFG,IRL,all,676
2016,AFG,IRN,0-4,3728
2016,AFG,IRN,12-17,5566
2016,AFG,IRN,18-59,12291
2016,AFG,IRN,5-11,4936
2016,AFG,IRN,60+,1448
2016,AFG,IRN,all,979118
2016,AFG,IRQ,0-4,5
2016,AFG,IRQ,12-17,14
2016,AFG,IRQ,18-59,59
2016,AFG,IRQ,5-11,15
2016,AFG,IRQ,60+,14
2016,AFG,IRQ,all,230
2016,AFG,ISL,0-4,0
2016,AFG,ISL,12-17,0
2016,AFG,ISL,18-59,0
2016,AFG,ISL,5-11,0
2016,AFG,ISL,60+,0
2016,AFG,ISL,all,29
2016,AFG,ITA,0-4,0
2016,AFG,ITA,12-17,0
2016,AFG,ITA,18-59,0
2016,AFG,ITA,5-11,0
2016,AFG,ITA,60+,0
2016,AFG,ITA,all,17959
2016,AFG,JOR,0-4,0
2016,AFG,JOR,12-17,0
2016,AFG,JOR,18-59,17
2016,AFG,JOR,5-11,0
2016,AFG,JOR,60+,0
2016,AFG,JOR,all,34
2016,AFG,JPN,0-4,0
2016,AFG,JPN,12-17,0
2016,AFG,JPN,18-59,0
2016,AFG,JPN,5-11,0
2016,AFG,JPN,60+,0
2016,AFG,JPN,all,49
2016,AFG,KAZ,0-4,53
2016,AFG,KAZ,12-17,76
2016,AFG,KAZ,18-59,428
2016,AFG,KAZ,5-11,97
2016,AFG,KAZ,60+,20
2016,AFG,KAZ,all,1360
2016,AFG,KEN,0-4,0
2016,AFG,KEN,12-17,0
2016,AFG,KEN,18-59,0
2016,AFG,KEN,5-11,8
2016,AFG,KEN,60+,0
2016,AFG,KEN,all,16
2016,AFG,KGZ,0-4,23
2016,AFG,KGZ,12-17,32
2016,AFG,KGZ,18-59,225
2016,AFG,KGZ,5-11,34
2016,AFG,KGZ,60+,0
2016,AFG,KGZ,all,628
2016,AFG,KOR,0-4,0
2016,AFG,KOR,12-17,13
2016,AFG,KOR,18-59,15
2016,AFG,KOR,5-11,13
2016,AFG,KOR,60+,0
2016,AFG,KOR,all,82
2016,AFG,LBN,0-4,0
2016,AFG,LBN,12-17,0
2016,AFG,LBN,18-59,18
2016,AFG,LBN,5-11,10
2016,AFG,LBN,60+,0
2016,AFG,LBN,all,56
2016,AFG,LIE,0-4,0
2016,AFG,LIE,12-17,0
2016,AFG,LIE,18-59,0
2016,AFG,LIE,5-11,0
2016,AFG,LIE,60+,0
2016,AFG,LIE,all,7
2016,AFG,LKA,0-4,22
2016,AFG,LKA,12-17,42
2016,AFG,LKA,18-59,106
2016,AFG,LKA,5-11,18
2016,AFG,LKA,60+,0
2016,AFG,LKA,all,376
2016,AFG,LTU,0-4,0
2016,AFG,LTU,12-17,0
2016,AFG,LTU,18-59,0
2016,AFG,LTU,5-11,0
2016,AFG,LTU,60+,0
2016,AFG,LTU,all,229
2016,AFG,LUX,0-4,0
2016,AFG,LUX,12-17,0
2016,AFG,LUX,18-59,0
2016,AFG,LUX,5-11,0
2016,AFG,LUX,60+,0
2016,AFG,LUX,all,546
2016,AFG,LVA,0-4,0
2016,AFG,LVA,12-17,0
2016,AFG,LVA,18-59,0
2016,AFG,LVA,5-11,0
2016,AFG,LVA,60+,0
2016,AFG,LVA,all,54
2016,AFG,MDA,0-4,7
2016,AFG,MDA,12-17,0
2016,AFG,MDA,18-59,14
2016,AFG,MDA,5-11,5
2016,AFG,MDA,60+,0
2016,AFG,MDA,all,52
2016,AFG,MDG,0-4,0
2016,AFG,MDG,12-17,0
2016,AFG,MDG,18-59,5
2016,AFG,MDG,5-11,0
2016,AFG,MDG,60+,0
2016,AFG,MDG,all,10
2016,AFG,MEX,0-4,0
2016,AFG,MEX,12-17,0
2016,AFG,MEX,18-59,0
2016,AFG,MEX,5-11,0
2016,AFG,MEX,60+,0
2016,AFG,MEX,all,6
2016,AFG,MKD,0-4,0
2016,AFG,MKD,12-17,5
2016,AFG,MKD,18-59,0
2016,AFG,MKD,5-11,0
2016,AFG,MKD,60+,0
2016,AFG,MKD,all,10
2016,AFG,MLT,0-4,0
2016,AFG,MLT,12-17,0
2016,AFG,MLT,18-59,0
2016,AFG,MLT,5-11,0
2016,AFG,MLT,60+,0
2016,AFG,MLT,all,7
2016,AFG,MNE,0-4,0
2016,AFG,MNE,12-17,0
2016,AFG,MNE,18-59,21
2016,AFG,MNE,5-11,0
2016,AFG,MNE,60+,0
2016,AFG,MNE,all,42
2016,AFG,MNG,0-4,0
2016,AFG,MNG,12-17,0
2016,AFG,MNG,18-59,5
2016,AFG,MNG,5-11,0
2016,AFG,MNG,60+,0
2016,AFG,MNG,all,10
2016,AFG,MRT,0-4,0
2016,AFG,MRT,12-17,7
2016,AFG,MRT,18-59,0
2016,AFG,MRT,5-11,0
2016,AFG,MRT,60+,0
2016,AFG,MRT,all,14
2016,AFG,MYS,0-4,129
2016,AFG,MYS,12-17,62
2016,AFG,MYS,18-59,427
2016,AFG,MYS,5-11,83
2016,AFG,MYS,60+,5
2016,AFG,MYS,all,1412
2016,AFG,NGA,0-4,0
2016,AFG,NGA,12-17,0
2016,AFG,NGA,18-59,5
2016,AFG,NGA,5-11,0
2016,AFG,NGA,60+,0
2016,AFG,NGA,all,10
2016,AFG,NLD,0-4,0
2016,AFG,NLD,12-17,0
2016,AFG,NLD,18-59,0
2016,AFG,NLD,5-11,0
2016,AFG,NLD,60+,0
2016,AFG,NLD,all,7463
2016,AFG,NOR,0-4,0
2016,AFG,NOR,12-17,0
2016,AFG,NOR,18-59,0
2016,AFG,NOR,5-11,0
2016,AFG,NOR,60+,0
2016,AFG,NOR,all,9020
2016,AFG,NPL,0-4,10
2016,AFG,NPL,12-17,6
2016,AFG,NPL,18-59,34
2016,AFG,NPL,5-11,9
2016,AFG,NPL,60+,0
2016,AFG,NPL,all,118
2016,AFG,NRU,0-4,0
2016,AFG,NRU,12-17,0
2016,AFG,NRU,18-59,0
2016,AFG,NRU,5-11,0
2016,AFG,NRU,60+,0
2016,AFG,NRU,all,48
2016,AFG,NZL,0-4,0
2016,AFG,NZL,12-17,0
2016,AFG,NZL,18-59,0
2016,AFG,NZL,5-11,0
2016,AFG,NZL,60+,0
2016,AFG,NZL,all,46
2016,AFG,PAK,0-4,156038
2016,AFG,PAK,12-17,228302
2016,AFG,PAK,18-59,622702
2016,AFG,PAK,5-11,283698
2016,AFG,PAK,60+,65867
2016,AFG,PAK,all,2713214
2016,AFG,PAN,0-4,0
2016,AFG,PAN,12-17,0
2016,AFG,PAN,18-59,8
2016,AFG,PAN,5-11,0
2016,AFG,PAN,60+,0
2016,AFG,PAN,all,16
2016,AFG,PHL,0-4,0
2016,AFG,PHL,12-17,0
2016,AFG,PHL,18-59,6
2016,AFG,PHL,5-11,6
2016,AFG,PHL,60+,0
2016,AFG,PHL,all,24
2016,AFG,PNG,0-4,0
2016,AFG,PNG,12-17,0
2016,AFG,PNG,18-59,0
2016,AFG,PNG,5-11,0
2016,AFG,PNG,60+,0
2016,AFG,PNG,all,28
2016,AFG,POL,0-4,0
2016,AFG,POL,12-17,0
2016,AFG,POL,18-59,0
2016,AFG,POL,5-11,0
2016,AFG,POL,60+,0
2016,AFG,POL,all,100
2016,AFG,PRT,0-4,0
2016,AFG,PRT,12-17,0
2016,AFG,PRT,18-59,0
2016,AFG,PRT,5-11,0
2016,AFG,PRT,60+,0
2016,AFG,PRT,all,25
2016,AFG,ROU,0-4,0
2016,AFG,ROU,12-17,16
2016,AFG,ROU,18-59,108
2016,AFG,ROU,5-11,5
2016,AFG,ROU,60+,0
2016,AFG,ROU,all,258
2016,AFG,RUS,0-4,0
2016,AFG,RUS,12-17,0
2016,AFG,RUS,18-59,0
2016,AFG,RUS,5-11,0
2016,AFG,RUS,60+,0
2016,AFG,RUS,all,935
2016,AFG,SDN,0-4,0
2016,AFG,SDN,12-17,0
2016,AFG,SDN,18-59,0
2016,AFG,SDN,5-11,6
2016,AFG,SDN,60+,0
2016,AFG,SDN,all,12
2016,AFG,SEN,0-4,0
2016,AFG,SEN,12-17,0
2016,AFG,SEN,18-59,0
2016,AFG,SEN,5-11,8
2016,AFG,SEN,60+,0
2016,AFG,SEN,all,16
2016,AFG,SRB,0-4,10
2016,AFG,SRB,12-17,7
2016,AFG,SRB,18-59,47
2016,AFG,SRB,5-11,12
2016,AFG,SRB,60+,0
2016,AFG,SRB,all,3595
2016,AFG,SVK,0-4,0
2016,AFG,SVK,12-17,0
2016,AFG,SVK,18-59,0
2016,AFG,SVK,5-11,0
2016,AFG,SVK,60+,0
2016,AFG,SVK,all,287
2016,AFG,SVN,0-4,0
2016,AFG,SVN,12-17,27
2016,AFG,SVN,18-59,91
2016,AFG,SVN,5-11,11
2016,AFG,SVN,60+,0
2016,AFG,SVN,all,258
2016,AFG,SWE,0-4,0
2016,AFG,SWE,12-17,0
2016,AFG,SWE,18-59,0
2016,AFG,SWE,5-11,0
2016,AFG,SWE,60+,0
2016,AFG,SWE,all,50775
2016,AFG,SYR,0-4,143
2016,AFG,SYR,12-17,203
2016,AFG,SYR,18-59,821
2016,AFG,SYR,5-11,232
2016,AFG,SYR,60+,67
2016,AFG,SYR,all,2932
2016,AFG,THA,0-4,10
2016,AFG,THA,12-17,12
2016,AFG,THA,18-59,38
2016,AFG,THA,5-11,11
2016,AFG,THA,60+,0
2016,AFG,THA,all,142
2016,AFG,TJK,0-4,0
2016,AFG,TJK,12-17,0
2016,AFG,TJK,18-59,0
2016,AFG,TJK,5-11,0
2016,AFG,TJK,60+,0
2016,AFG,TJK,all,3142
2016,AFG,TKM,0-4,0
2016,AFG,TKM,12-17,0
2016,AFG,TKM,18-59,19
2016,AFG,TKM,5-11,0
2016,AFG,TKM,60+,0
2016,AFG,TKM,all,38
2016,AFG,TUR,0-4,9774
2016,AFG,TUR,12-17,11734
2016,AFG,TUR,18-59,79117
2016,AFG,TUR,5-11,15965
2016,AFG,TUR,60+,1526
2016,AFG,TUR,all,236232
2016,AFG,UKR,0-4,0
2016,AFG,UKR,12-17,0
2016,AFG,UKR,18-59,0
2016,AFG,UKR,5-11,0
2016,AFG,UKR,60+,0
2016,AFG,UKR,all,5903
2016,AFG,USA,0-4,0
2016,AFG,USA,12-17,0
2016,AFG,USA,18-59,0
2016,AFG,USA,5-11,0
2016,AFG,USA,60+,0
2016,AFG,USA,all,2250
2016,AFG,UZB,0-4,0
2016,AFG,UZB,12-17,0
2016,AFG,UZB,18-59,26
2016,AFG,UZB,5-11,0
2016,AFG,UZB,60+,0
2016,AFG,UZB,all,52
2016,AFG,VEN,0-4,0
2016,AFG,VEN,12-17,0
2016,AFG,VEN,18-59,5
2016,AFG,VEN,5-11,5
2016,AFG,VEN,60+,0
2016,AFG,VEN,all,20
2016,AFG,ZAF,0-4,0
2016,AFG,ZAF,12-17,0
2016,AFG,ZAF,18-59,0
2016,AFG,ZAF,5-11,0
2016,AFG,ZAF,60+,0
2016,AFG,ZAF,all,6
2016,IRN,AFG,0-4,0
2016,IRN,AFG,12-17,23
