year,origin_location_code,asylum_location_code,population
2017,CHN,MYS,90
2017,CHN,NZL,221
2017,CHN,PHL,30
2017,CHN,THA,618
2017,FJI,NZL,34
2017,IDN,JPN,2613
2017,IDN,MYS,962
2017,IDN,NRU,5
2017,IDN,NZL,5
2017,IDN,PNG,9368
2017,IND,IDN,21
2017,IND,JPN,1257
2017,IND,MYS,21
2017,IND,NPL,705
2017,IND,NRU,19
2017,IND,NZL,31
2017,KHM,JPN,1085
2017,KHM,MYS,141
2017,KHM,PHL,51
2017,KHM,THA,999
2017,LKA,IDN,1599
2017,LKA,IND,123684
2017,LKA,JPN,3608
2017,LKA,KHM,15
2017,LKA,MYS,6117
2017,LKA,NPL,75
2017,LKA,NRU,129
2017,LKA,NZL,97
2017,LKA,PHL,60
2017,LKA,PNG,21
2017,LKA,THA,633
2017,MNG,JPN,70
2017,MNG,MNG,15
2017,MYS,NRU,5
2017,MYS,NZL,10
2017,NPL,JPN,4520
2017,NPL,LKA,15
2017,NPL,MYS,20
2017,NPL,NPL,1146
2017,NPL,NRU,14
2017,NPL,NZL,5
2017,NPL,THA,33
2017,PAK,AFG,227982
2017,PAK,CHN,99
2017,PAK,FJI,15
2017,PAK,IDN,1197
2017,PAK,JPN,1051
2017,PAK,KHM,15
2017,PAK,LKA,3408
2017,PAK,MYS,16077
2017,PAK,NPL,726
2017,PAK,NRU,142
2017,PAK,NZL,69
2017,PAK,PHL,306
2017,PAK,PNG,96
2017,PAK,THA,8391
2017,PHL,JPN,5298
2017,PHL,MYS,80030
2017,PHL,NZL,7
2017,PNG,NZL,5
2017,THA,JPN,52
2017,THA,KHM,24
2017,THA,MYS,59
2018,AFG,AFG,1469562
2018,AFG,CHN,32
2018,AFG,FJI,21
2018,AFG,IDN,23199
2018,AFG,IND,44544
2018,AFG,JPN,55
2018,AFG,LKA,540
2018,AFG,MNG,15
2018,AFG,MYS,5151
2018,AFG,NPL,165
2018,AFG,NRU,86
2018,AFG,NZL,52
2018,AFG,PAK,4225599
2018,AFG,PHL,60
2018,AFG,PNG,125
2018,AFG,THA,441
2018,BGD,AFG,5
2018,BGD,FJI,15
2018,BGD,IDN,30
2018,BGD,JPN,27
2018,BGD,MYS,123
2018,BGD,NPL,30
2018,BGD,NRU,42
2018,BGD,NZL,17
2018,BGD,PHL,15
2018,BGD,PNG,25
2018,CHN,IDN,51
2018,CHN,IND,108018
2018,CHN,JPN,73
2018,CHN,MYS,123
2018,CHN,NZL,269
2018,CHN,PHL,30
2018,CHN,THA,600
2018,FJI,NZL,28
2018,IDN,MYS,2829
2018,IDN,NRU,10
2018,IDN,NZL,5
2018,IDN,PNG,9368
2018,IND,MYS,15
2018,IND,NPL,614
2018,IND,NRU,22
2018,IND,NZL,42
2018,IND,PNG,5
2018,KHM,MYS,216
2018,KHM,PHL,48
2018,KHM,THA,1014
2018,LKA,IDN,1332
2018,LKA,IND,60802
2018,LKA,JPN,53
2018,LKA,MYS,5217
2018,LKA,NPL,60
2018,LKA,NRU,156
2018,LKA,NZL,93
2018,LKA,PHL,60
2018,LKA,PNG,21
2018,LKA,THA,504
2018,MNG,MNG,15
2018,MYS,NRU,10
2018,MYS,NZL,14
2018,NPL,MYS,30
2018,NPL,NPL,984
2018,NPL,NRU,19
2018,NPL,NZL,5
2018,NPL,THA,30
2018,PAK,AFG,216945
2018,PAK,CHN,42
2018,PAK,FJI,15
2018,PAK,IDN,1101
2018,PAK,JPN,34
2018,PAK,LKA,3702
2018,PAK,MYS,17844
2018,PAK,NPL,705
2018,PAK,NRU,146
2018,PAK,NZL,77
2018,PAK,PHL,309
2018,PAK,PNG,96
2018,PAK,THA,6168
2018,PHL,MYS,80060
2018,PHL,NZL,5
2018,THA,IND,5
2018,THA,MYS,99
2019,AFG,AFG,1341279
2019,AFG,CHN,126
2019,AFG,FJI,30
2019,AFG,IDN,23076
2019,AFG,IND,47067
2019,AFG,JPN,68
2019,AFG,LKA,615
2019,AFG,MYS,7434
2019,AFG,NPL,153
2019,AFG,NRU,90
2019,AFG,NZL,77
2019,AFG,PAK,4282470
2019,AFG,PHL,60
2019,AFG,PNG,144
2019,AFG,THA,456
2019,BGD,FJI,15
2019,BGD,JPN,24
2019,BGD,LKA,15
2019,BGD,MYS,168
2019,BGD,NPL,15
2019,BGD,NRU,123
2019,BGD,NZL,28
2019,BGD,PNG,42
2019,CHN,IDN,51
2019,CHN,IND,108018
2019,CHN,JPN,56
2019,CHN,MNG,15
2019,CHN,MYS,153
2019,CHN,NZL,302
2019,CHN,PAK,60
2019,CHN,PHL,30
2019,CHN,THA,564
2019,FJI,NZL,36
2019,IDN,MYS,3012
2019,IDN,NRU,15
2019,IDN,NZL,10
2019,IDN,PNG,9368
2019,IND,MYS,48
2019,IND,NPL,590
2019,IND,NRU,33
2019,IND,NZL,70
2019,IND,PAK,15
2019,IND,PNG,15
2019,IND,THA,15
2019,KHM,MYS,267
2019,KHM,PHL,54
2019,KHM,THA,963
2019,LKA,IDN,1299
2019,LKA,IND,118856
2019,LKA,JPN,58
2019,LKA,MYS,5709
2019,LKA,NPL,78
2019,LKA,NRU,372
2019,LKA,NZL,103
2019,LKA,PHL,60
2019,LKA,PNG,30
2019,LKA,THA,465
2019,MNG,MNG,30
2019,MNG,NZL,11
2019,MYS,NRU,15
2019,MYS,NZL,33
2019,NPL,MYS,33
2019,NPL,NPL,972
2019,NPL,NRU,45
2019,NPL,NZL,10
2019,NPL,THA,18
2019,PAK,AFG,216987
2019,PAK,CHN,123
2019,PAK,FJI,21
2019,PAK,IDN,1023
2019,PAK,JPN,35
2019,PAK,LKA,3252
2019,PAK,MYS,19821
2019,PAK,NPL,618
2019,PAK,NRU,204
2019,PAK,NZL,74
2019,PAK,PHL,309
2019,PAK,PNG,135
2019,PAK,THA,5334
2019,PHL,MYS,55072
2019,PHL,NZL,13
2019,PNG,NZL,5
2019,THA,MYS,153
2020,AFG,AFG,247785
2020,AFG,CHN,96
2020,AFG,FJI,24
2020,AFG,IDN,22806
2020,AFG,IND,45396
2020,AFG,JPN,73
2020,AFG,LKA,501
2020,AFG,MNG,15
2020,AFG,MYS,8010
2020,AFG,NPL,156
2020,AFG,NRU,87
2020,AFG,NZL,80
2020,AFG,PAK,4344324
2020,AFG,PHL,27
2020,AFG,PNG,105
2020,AFG,THA,534
2020,BGD,BGD,472000
2020,BGD,FJI,15
2020,BGD,IDN,15
2020,BGD,IND,24
2020,BGD,JPN,18
2020,BGD,LKA,15
2020,BGD,MYS,159
2020,BGD,NPL,15
2020,BGD,NRU,117
2020,BGD,NZL,23
2020,BGD,PNG,60
2020,CHN,IDN,48
2020,CHN,IND,73417
2020,CHN,JPN,55
2020,CHN,MNG,15
2020,CHN,MYS,147
2020,CHN,NZL,320
2020,CHN,PAK,60
2020,CHN,PHL,30
2020,CHN,THA,582
2020,FJI,NZL,45
2020,IDN,IDN,510
2020,IDN,MYS,2970
2020,IDN,NRU,30
2020,IDN,NZL,106
2020,IDN,PNG,10501
2020,IND,MYS,51
2020,IND,NPL,210
2020,IND,NRU,42
2020,IND,NZL,89
2020,IND,PAK,15
2020,IND,PNG,15
2020,KHM,MYS,264
2020,KHM,PHL,39
2020,KHM,THA,1116
2020,LKA,IDN,1389
2020,LKA,IND,152102
2020,LKA,JPN,54
2020,LKA,MYS,5223
2020,LKA,NPL,75
2020,LKA,NRU,360
2020,LKA,NZL,85
2020,LKA,PHL,15
2020,LKA,PNG,30
2020,LKA,THA,405
2020,MNG,MNG,24
2020,MNG,NZL,12
2020,MYS,NRU,15
2020,MYS,NZL,54
2020,NPL,MYS,33
2020,NPL,NPL,343
2020,NPL,NRU,51
2020,NPL,NZL,10
2020,NPL,THA,15
2020,PAK,AFG,216963
2020,PAK,CHN,123
2020,PAK,FJI,18
2020,PAK,IDN,924
2020,PAK,JPN,33
2020,PAK,LKA,2859
2020,PAK,MYS,19857
2020,PAK,NPL,585
2020,PAK,NRU,168
2020,PAK,NZL,62
2020,PAK,PAK,162
2020,PAK,PHL,371
2020,PAK,PNG,111
2020,PAK,THA,5298
2020,PHL,MYS,60
2020,PHL,NZL,21
2020,PHL,PHL,129445
2020,PNG,NZL,5
2020,THA,MYS,150
2020,THA,PHL,15
2021,AFG,AFG,1732356
2021,AFG,BGD,15
2021,AFG,CHN,156
2021,AFG,FJI,24
2021,AFG,IDN,22314
2021,AFG,IND,48741
2021,AFG,JPN,84
2021,AFG,LKA,420
2021,AFG,MNG,15
2021,AFG,MYS,8409
2021,AFG,NPL,192
2021,AFG,NRU,84
2021,AFG,NZL,74
2021,AFG,PAK,4403460
2021,AFG,PHL,42
2021,AFG,PNG,90
2021,AFG,THA,519
2021,BGD,AFG,15
2021,BGD,BGD,174850
2021,BGD,FJI,15
2021,BGD,IND,24
2021,BGD,JPN,18
2021,BGD,MYS,162
2021,BGD,NPL,15
2021,BGD,NRU,108
2021,BGD,NZL,25
2021,BGD,PNG,60
2021,CHN,IDN,48
2021,CHN,IND,73417
2021,CHN,JPN,77
2021,CHN,MYS,138
2021,CHN,NZL,342
2021,CHN,PAK,48
2021,CHN,PHL,30
2021,CHN,THA,582
2021,FJI,NZL,39
2021,IDN,IDN,510
2021,IDN,MYS,2943
2021,IDN,NRU,30
2021,IDN,NZL,66
2021,IDN,PNG,11735
2021,IND,MYS,72
2021,IND,NPL,210
2021,IND,NRU,36
2021,IND,NZL,182
2021,IND,PAK,15
2021,IND,PNG,15
2021,KHM,MYS,261
2021,KHM,PHL,39
2021,KHM,THA,1206
2021,LKA,IDN,1314
2021,LKA,IND,151079
2021,LKA,JPN,59
2021,LKA,MYS,5070
2021,LKA,NPL,57
2021,LKA,NRU,285
2021,LKA,NZL,98
2021,LKA,PAK,33
2021,LKA,PHL,54
2021,LKA,PNG,18
2021,LKA,THA,375
2021,MNG,MNG,15
2021,MNG,NZL,6
2021,MYS,NRU,15
2021,MYS,NZL,38
2021,MYS,PHL,15
2021,NPL,MYS,33
2021,NPL,NPL,343
2021,NPL,NRU,48
2021,NPL,NZL,5
2021,NPL,THA,15
2021,PAK,AFG,201378
2021,PAK,CHN,123
2021,PAK,FJI,15
2021,PAK,IDN,891
2021,PAK,JPN,34
2021,PAK,KHM,15
2021,PAK,LKA,2574
2021,PAK,MYS,20244
2021,PAK,NPL,588
2021,PAK,NRU,138
2021,PAK,NZL,59
2021,PAK,PAK,1240431
2021,PAK,PHL,374
2021,PAK,PNG,96
2021,PAK,THA,4986
2021,PHL,MYS,55060
2021,PHL,NZL,22
2021,PHL,PHL,128623
2021,PNG,NZL,5
2021,THA,MYS,150
2021,THA,NZL,7
2021,THA,PHL,15
2022,AFG,AFG,2902062
2022,AFG,BGD,15
2022,AFG,CHN,201
2022,AFG,FJI,39
2022,AFG,IDN,20973
2022,AFG,IND,45117
2022,AFG,JPN,570
2022,AFG,LKA,261
2022,AFG,MNG,15
2022,AFG,MYS,10176
2022,AFG,NPL,156
2022,AFG,NRU,15
2022,AFG,NZL,74
2022,AFG,PAK,5058108
2022,AFG,PHL,30
2022,AFG,PNG,54
2022,AFG,THA,438
2022,BGD,AFG,15
2022,BGD,BGD,174850
2022,BGD,IND,24
2022,BGD,JPN,18
2022,BGD,MYS,156
2022,BGD,NRU,42
2022,BGD,NZL,34
2022,BGD,PNG,15
2022,CHN,IDN,60
2022,CHN,IND,72304
2022,CHN,JPN,86
2022,CHN,MNG,15
2022,CHN,MYS,162
2022,CHN,NZL,361
2022,CHN,PAK,48
2022,CHN,PHL,30
2022,CHN,THA,753
2022,FJI,NZL,41
2022,IDN,IDN,531
2022,IDN,MYS,2883
2022,IDN,NZL,19
2022,IDN,PNG,13725
2022,IND,LKA,15
2022,IND,MYS,81
2022,IND,NPL,210
2022,IND,NZL,156
2022,IND,PAK,15
2022,KHM,MYS,258
2022,KHM,PHL,39
2022,KHM,THA,1029
2022,LKA,IDN,1305
2022,LKA,IND,150554
2022,LKA,JPN,59
2022,LKA,MYS,4521
2022,LKA,NPL,63
2022,LKA,NRU,33
2022,LKA,NZL,92
2022,LKA,PAK,33
2022,LKA,PHL,57
2022,LKA,PNG,15
2022,LKA,THA,345
2022,MNG,MNG,18
2022,MNG,NZL,5
2022,MYS,NZL,52
2022,MYS,PHL,15
2022,NPL,MYS,27
2022,NPL,NPL,343
2022,NPL,NRU,15
2022,NPL,NZL,5
2022,NPL,THA,15
2022,PAK,AFG,156930
2022,PAK,CHN,108
2022,PAK,IDN,894
2022,PAK,JPN,38
2022,PAK,KHM,15
2022,PAK,LKA,1629
2022,PAK,MYS,20628
2022,PAK,NPL,648
2022,PAK,NRU,42
2022,PAK,NZL,62
2022,PAK,PAK,1337679
2022,PAK,PHL,382
2022,PAK,PNG,45
2022,PAK,THA,4359
2022,PHL,MYS,55048
2022,PHL,NZL,12
2022,PHL,PHL,128115
2022,PNG,NZL,5
2022,THA,MYS,126
2022,THA,NZL,18
2022,THA,PHL,15
2023,AFG,AFG,4853607
2023,AFG,CHN,168
2023,AFG,FJI,15
2023,AFG,IDN,17937
2023,AFG,IND,36672
2023,AFG,JPN,731
2023,AFG,LKA,159
2023,AFG,MNG,15
2023,AFG,MYS,8718
2023,AFG,NPL,102
2023,AFG,NZL,100
2023,AFG,PAK,5674725
2023,AFG,PHL,60
2023,AFG,PNG,27
2023,AFG,THA,426
2023,BGD,AFG,15
2023,BGD,BGD,537900
2023,BGD,IDN,21
2023,BGD,IND,36
2023,BGD,JPN,20
2023,BGD,LKA,18
2023,BGD,MYS,201
2023,BGD,NPL,15
2023,BGD,NRU,24
2023,BGD,NZL,20
2023,BGD,PNG,15
2023,CHN,IDN,51
2023,CHN,IND,73406
2023,CHN,JPN,92
2023,CHN,MNG,15
2023,CHN,MYS,108
2023,CHN,NZL,695
2023,CHN,PAK,51
2023,CHN,PHL,54
2023,CHN,THA,639
2023,FJI,NZL,30
2023,IDN,IDN,528
2023,IDN,JPN,5
2023,IDN,MYS,2442
2023,IDN,NZL,15
2023,IDN,PNG,16236
2023,IND,MYS,54
2023,IND,NPL,420
2023,IND,NZL,705
2023,IND,PAK,15
2023,JPN,NZL,5
2023,KHM,MYS,276
2023,KHM,NZL,5
2023,KHM,PHL,39
2023,KHM,THA,1329
2023,LKA,FJI,15
2023,LKA,IDN,1188
2023,LKA,IND,149270
2023,LKA,JPN,69
2023,LKA,MYS,3801
2023,LKA,NPL,81
2023,LKA,NZL,127
2023,LKA,PAK,33
2023,LKA,PHL,72
2023,LKA,THA,276
2023,MNG,MNG,15
2023,MNG,NZL,5
2023,MYS,NZL,242
2023,MYS,PHL,21
2023,NPL,MYS,18
2023,NPL,NPL,686
2023,NPL,NZL,18
2023,NPL,THA,15
2023,PAK,AFG,104982
2023,PAK,CHN,96
2023,PAK,IDN,732
2023,PAK,JPN,40
2023,PAK,LKA,1056
2023,PAK,MYS,19071
2023,PAK,NPL,1059
2023,PAK,NRU,15
2023,PAK,NZL,101
2023,PAK,PAK,1400279
2023,PAK,PHL,390
2023,PAK,PNG,48
2023,PAK,THA,4842
2023,PHL,MYS,55024
2023,PHL,NZL,25
2023,PHL,PHL,126160
2023,PNG,NZL,5
2023,PNG,PNG,5610
2023,THA,MYS,102
2023,THA,NZL,14
2023,THA,PHL,15
2024,AFG,AFG,2018658
2024,AFG,BGD,15
2024,AFG,CHN,153
2024,AFG,IDN,15594
2024,AFG,IND,29292
2024,AFG,JPN,873
2024,AFG,LKA,81
2024,AFG,MNG,33
2024,AFG,MYS,8244
2024,AFG,NPL,102
2024,AFG,NZL,169
2024,AFG,PAK,6810512
2024,AFG,PHL,168
2024,AFG,PNG,18
2024,AFG,THA,558
2024,BGD,AFG,15
2024,BGD,BGD,544641
2024,BGD,IND,27
2024,BGD,JPN,21
2024,BGD,MYS,216
2024,BGD,NPL,48
2024,BGD,NRU,216
2024,BGD,NZL,67
2024,BGD,PNG,33
2024,CHN,IDN,51
2024,CHN,IND,63169
2024,CHN,JPN,97
2024,CHN,MNG,30
2024,CHN,MYS,87
2024,CHN,NRU,21
2024,CHN,NZL,962
2024,CHN,PAK,51
2024,CHN,PHL,96
2024,CHN,THA,576
2024,FJI,NZL,28
2024,IDN,IDN,714
2024,IDN,JPN,5
2024,IDN,MYS,2598
2024,IDN,NZL,21
2024,IDN,PNG,24325
2024,IND,AFG,15
2024,IND,FJI,15
2024,IND,MYS,45
2024,IND,NPL,420
2024,IND,NRU,15
2024,IND,NZL,1524
2024,IND,PAK,15
2024,IND,THA,15
2024,JPN,NZL,5
2024,KHM,JPN,5
2024,KHM,MYS,351
2024,KHM,NZL,10
2024,KHM,PHL,42
2024,KHM,THA,1257
2024,LKA,FJI,30
2024,LKA,IDN,1176
2024,LKA,IND,147884
2024,LKA,JPN,69
2024,LKA,MYS,3315
2024,LKA,NPL,69
2024,LKA,NZL,309
2024,LKA,PAK,33
2024,LKA,PHL,63
2024,LKA,THA,309
2024,MNG,MNG,15
2024,MNG,NZL,8
2024,MYS,NZL,172
2024,MYS,PHL,15
2024,NPL,MYS,18
2024,NPL,NPL,686
2024,NPL,NZL,94
2024,NPL,THA,15
2024,PAK,AFG,63378
2024,PAK,CHN,78
2024,PAK,IDN,558
2024,PAK,JPN,40
2024,PAK,LKA,702
2024,PAK,MYS,17127
2024,PAK,NPL,1062
2024,PAK,NRU,33
2024,PAK,NZL,188
2024,PAK,PAK,1456849
2024,PAK,PHL,414
2024,PAK,PNG,42
2024,PAK,THA,5601
2024,PHL,MYS,55069
2024,PHL,NZL,21
2024,PHL,PHL,363006
2024,PNG,NZL,10
2024,PNG,PNG,6933
2024,THA,MYS,108
2024,THA,NZL,14
2024,THA,PHL,15
